frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
497,334.0,674.0789239840931 496.13571644802573 1144.1380498390906 918.7228204587468,912.8858642578125 743.1912841796875 989.4728393554688 779.673828125,0.23826085031032562,SPF-9A9,0.9573391079902649
498,391.0,746.7006097586539 285.40643468229314 1199.1318321797844 784.9234643375828,912.703857421875 738.1503295898438 984.519287109375 781.0435180664062,0.6171244382858276,SPF-9A9,0.9695723652839661
498,290.0,1234.8115316820347 421.6623173931922 1601.0816196083845 769.7877521442714,1380.3623046875 621.6138916015625 1443.669921875 656.6273193359375,0.5631440877914429,SPF-9SA,0.7594178318977356
498,335.0,438.6009570274713 431.2333338317668 741.2949280093857 768.1416607339228,587.6041870117188 622.87939453125 651.3584594726562 661.4468994140625,0.3912796378135681,SPF-978,0.8788824677467346
499,290.0,1234.5342961289205 421.7627833844333 1601.7950005286423 771.5186498448509,1378.64697265625 620.568603515625 1446.0244140625 657.2611083984375,0.5793657898902893,SPF-9SA,0.9014267325401306
499,391.0,726.1887057434972 307.9132052860995 1196.9210410427813 844.8487006824325,918.0408325195312 738.3257446289062 991.5087890625 782.5299682617188,0.5273845195770264,SPF-9A9,0.9833002090454102
499,335.0,438.03069917572697 434.7575778008091 742.3196407998373 770.1344716745707,587.7716064453125 624.8597412109375 649.9718017578125 660.9337158203125,0.367190957069397,SPF-978,0.9111903309822083
500,391.0,738.6364865117716 284.7146670688968 1206.0273760952202 806.8656337247079,917.2415771484375 734.8167114257812 996.31494140625 782.9888305664062,0.6340380907058716,SPF-9A9,0.9154366254806519
500,290.0,1234.0385719881385 423.75053326255 1601.33924867164 773.6920072233107,1377.988037109375 622.68212890625 1440.68603515625 658.147705078125,0.5596797466278076,SPF-9SA,0.9576992392539978
500,335.0,438.4867051842679 436.82741839318516 745.0167594615841 770.4054833079522,584.5999145507812 629.1326904296875 645.9054565429688 661.7308349609375,0.35534244775772095,SPF-978,0.8526312708854675
501,391.0,745.5569285106235 279.7828314729472 1210.560521907764 792.6294910716238,921.7091674804688 733.6276245117188 997.5347900390625 783.3828735351562,0.5985228419303894,SPF-9A9,0.9553818106651306
501,290.0,1234.224567701517 423.7285621295097 1601.8915669956684 774.7849627493752,1377.8804931640625 620.6221923828125 1442.7423095703125 658.4329223632812,0.5778255462646484,SPF-9SA,0.9057927131652832
501,335.0,437.39598647944706 438.5550808805838 745.4258099922273 770.9618547944829,583.811767578125 627.330810546875 646.359619140625 661.3052978515625,0.42123836278915405,SPF-978,0.9463024139404297
502,413.0,717.5415619146784 305.10419020405055 1215.1461016680005 866.362322851734,922.168212890625 737.6672973632812 1002.7650146484375 785.720947265625,0.6216080188751221,SPF-9A9,0.9721953272819519
502,290.0,1234.3398747672745 424.9074842489577 1601.0600627741687 776.9989529599088,1375.540771484375 621.7937622070312 1445.05712890625 659.5347290039062,0.5860639214515686,SPF-9SA,0.8934487700462341
502,335.0,437.76735119568195 439.9785312317476 749.2245657903305 771.2298399955673,584.2905883789062 625.9049072265625 652.0802001953125 664.2291259765625,0.5048862099647522,SPF-978,0.9212872385978699
503,290.0,1234.1801008043205 426.98496320072974 1600.7658238620954 779.0657694967936,1375.729248046875 623.2625122070312 1442.7030029296875 659.034912109375,0.5803900957107544,SPF-9SA,0.9315212368965149
503,335.0,437.72064462159796 441.08079890613436 753.297610427381 772.1081789701032,584.4926147460938 628.1309814453125 648.4832153320312 664.614013671875,0.477407306432724,SPF-978,0.8335325121879578
503,391.0,752.5816464744352 283.03465906228644 1216.5661538627119 790.003046732076,925.7457275390625 739.1193237304688 992.7044677734375 781.1804809570312,0.3083706200122833,SPF-9A9,0.916109025478363
504,290.0,1234.4086684563053 428.9383696019605 1600.5270364546582 780.6990828879397,1377.27099609375 621.9801025390625 1445.508544921875 659.5401611328125,0.5730079412460327,SPF-9SA,0.9266301393508911
504,335.0,436.79959042710686 442.56701130491354 755.5168554296864 773.3294659907573,584.7980346679688 628.9813842773438 651.5868530273438 665.9813232421875,0.4632466733455658,SPF-978,0.9243074655532837
504,334.0,690.5297741120631 497.3890617905344 1162.3511467332637 933.6069099400252,930.8193359375 744.9239501953125 1009.0677490234375 786.4171142578125,0.23287612199783325,SPF-9A9,0.9730755090713501
505,334.0,693.5743493957552 497.7167401968409 1165.796115372776 932.5301940768561,935.42236328125 743.3709716796875 1010.6485595703125 791.1363525390625,0.6749979257583618,SPF-9A9,0.9366937875747681
505,290.0,1234.5523055015854 429.7496314548704 1600.5102863090358 780.7400300685712,1378.32373046875 623.9525146484375 1445.83056640625 661.08056640625,0.5910289287567139,SPF-9SA,0.9302331805229187
505,335.0,436.01304089326345 441.77100117654356 757.478993370351 773.9059990130055,584.2923583984375 628.5265502929688 651.3814697265625 668.22802734375,0.5125741958618164,SPF-978,0.8479369878768921
506,290.0,1236.5041315041954 428.2116989784974 1602.5855323273436 779.2367939668147,1378.6234130859375 624.4308471679688 1442.514404296875 661.8292236328125,0.618591845035553,SPF-9SA,0.9180275797843933
506,335.0,435.11291105629414 442.7116138882576 758.3029835935428 774.4632391899,580.4032592773438 630.3237915039062 647.9237060546875 671.7359008789062,0.49324432015419006,SPF-978,0.8495132327079773
507,391.0,739.1431272181823 314.1809024064259 1221.7892695052014 833.4754172406072,939.8651733398438 744.0049438476562 1012.5706787109375 791.9549560546875,0.6972410082817078,SPF-9A9,0.9725170135498047
507,290.0,1236.444951610265 431.32330130713706 1601.676970597543 781.222199925594,1378.396240234375 624.3439331054688 1442.06884765625 662.7180786132812,0.6258875131607056,SPF-9SA,0.9197441935539246
507,335.0,434.07530411123156 442.69077951961907 757.9747920796581 774.4328901478457,580.4263305664062 629.86767578125 649.6993408203125 672.512939453125,0.5321212410926819,SPF-978,0.8990687131881714
508,419.0,734.4677483869102 271.31323061102296 1245.1300148391242 840.6482552247402,941.8064575195312 746.5186157226562 1020.7695922851562 794.8721923828125,0.6695353388786316,SPF-9A9,0.9486075639724731
508,290.0,1237.178993307419 433.63274965954554 1599.6889226159312 782.7812687244881,1378.307861328125 625.3033447265625 1441.654296875 662.6405639648438,0.6320770382881165,SPF-9SA,0.9253348112106323
508,335.0,433.12203601893225 441.8116255289227 756.5487952685307 773.5087479811424,582.53759765625 628.7341918945312 651.6483764648438 671.6449584960938,0.5990866422653198,SPF-978,0.9245135188102722
509,419.0,737.3550376272478 275.44509578527214 1243.839606336138 832.8966910412453,940.4507446289062 744.6688842773438 1020.1591186523438 795.978515625,0.6798382997512817,SPF-9A9,0.9422804713249207
509,335.0,432.03229012788756 443.5910046430198 755.388284818081 773.0638890775505,580.14453125 627.3018798828125 645.8310546875 673.72607421875,0.6378647685050964,SPF-978,0.9550848007202148
509,290.0,1237.1468267160085 440.7956743043927 1596.501953642412 785.3614856422986,1378.239013671875 626.7318115234375 1444.519287109375 664.189697265625,0.6226117014884949,SPF-9SA,0.8895635604858398
510,419.0,749.2952184605299 272.1273212461239 1245.0716746195812 802.0353934493003,942.9005126953125 744.1644287109375 1021.5027465820312 797.205322265625,0.6851283311843872,SPF-9A9,0.9756776690483093
510,335.0,431.3166814702831 440.873356852744 754.1873434111383 771.2861116308428,579.9983520507812 627.2283935546875 645.1293334960938 674.760986328125,0.628765881061554,SPF-978,0.903928816318512
510,290.0,1236.9758898085247 440.1123926256821 1593.1601305973868 782.8392069712775,1378.227294921875 627.3194580078125 1442.408203125 664.4324951171875,0.6236000657081604,SPF-9SA,0.9298096299171448
511,417.0,704.594197070375 504.5413302522487 1185.0286770924909 957.1603414271996,943.294189453125 746.149169921875 1026.23291015625 798.2220458984375,0.6850079894065857,SPF-9A9,0.9616168141365051
511,335.0,431.59119752962295 439.5273143275018 754.8412101163293 768.8194236694031,580.1956787109375 627.016845703125 645.9523315429688 675.3403930664062,0.6082745790481567,SPF-978,0.9318390488624573
511,290.0,1238.4062704870944 441.1845433977028 1592.9542931402498 781.887669328139,1377.797119140625 626.9552612304688 1441.930908203125 664.5609130859375,0.6017985939979553,SPF-9SA,0.896759569644928
512,419.0,730.9733412233292 305.73455805962516 1251.1157241393507 878.5325132031021,952.38720703125 749.3223876953125 1025.4649658203125 797.5010986328125,0.6475052833557129,SPF-9A9,0.9527626037597656
512,335.0,431.62831400446095 438.4344330465987 755.409447713665 762.9878871821088,579.8948974609375 626.9251708984375 644.9802856445312 675.1700439453125,0.6108843088150024,SPF-978,0.9518303275108337
512,290.0,1240.4147542424862 442.8124088047264 1592.7089405525503 778.3584423354494,1378.139404296875 627.9185791015625 1442.05810546875 665.3441162109375,0.5945351719856262,SPF-9SA,0.949702799320221
513,417.0,710.595827159969 500.62235930714866 1191.8573499857948 957.0410738564467,952.9638061523438 749.4662475585938 1033.052978515625 797.7720336914062,0.688807487487793,SPF-9A9,0.9557780623435974
513,335.0,430.48927337113366 436.9713027474935 753.5541157600816 759.7745930384043,579.7636108398438 625.8795776367188 645.3280639648438 674.9686889648438,0.6134324073791504,SPF-978,0.9155485033988953
513,290.0,1241.2859425188312 439.1991195193842 1592.0540696967687 777.4634584260976,1379.08642578125 628.3536376953125 1443.8251953125 666.559814453125,0.5806655287742615,SPF-9SA,0.93264240026474
514,290.0,1239.3813421985378 445.4053514163725 1589.460445243979 781.9579790837365,1377.9808349609375 627.22119140625 1442.6798095703125 667.008544921875,0.5850175619125366,SPF-9SA,0.9071383476257324
514,417.0,711.9840367088777 494.85030592186513 1196.38820257063 956.0665532704775,956.2818603515625 747.1104125976562 1031.441162109375 798.9534301757812,0.526121199131012,SPF-9A9,0.9526448845863342
514,335.0,429.59021700860205 436.36953238454043 751.9862452436515 756.278643614608,575.8642578125 629.048828125 641.7100830078125 673.8101806640625,0.401639461517334,SPF-978,0.9531829953193665
515,417.0,713.0611428858956 498.4211027231413 1198.5961154560114 958.7185028394699,960.2891235351562 753.516357421875 1034.5888671875 799.5582275390625,0.6585093140602112,SPF-9A9,0.9705590009689331
515,290.0,1241.248964519478 441.3968221859277 1590.8748739681562 778.9881824360216,1378.635498046875 629.3841552734375 1443.611572265625 669.294921875,0.6158272624015808,SPF-9SA,0.8876803517341614
515,335.0,429.3912747447873 437.31984496229256 751.9914766361812 755.9422063672866,576.54150390625 630.8519897460938 642.2412719726562 674.8985595703125,0.29399043321609497,SPF-978,0.9492921233177185
516,417.0,714.1396284718415 492.3554547025316 1202.4885235304478 957.7213570098023,959.761962890625 754.0021362304688 1036.188232421875 801.2155151367188,0.6427029967308044,SPF-9A9,0.9760313034057617
516,290.0,1243.2192110144151 439.65319170802593 1592.1949711063944 774.7491485415868,1376.4285888671875 630.9912109375 1443.6854248046875 671.2034912109375,0.6283454895019531,SPF-9SA,0.883512556552887
516,335.0,428.53916497683423 440.65420571645893 749.8479139365577 757.9664545869792,574.1783447265625 632.26123046875 640.82861328125 675.774658203125,0.2525535821914673,SPF-978,0.9095650315284729
517,417.0,715.6200150603828 500.29411048017096 1201.8748974014484 962.649496065962,958.7111206054688 752.5440673828125 1035.8310546875 801.13037109375,0.6578875184059143,SPF-9A9,0.9461274743080139
517,290.0,1244.9869360411935 441.6921354147398 1593.0342171397974 775.3793686139002,1376.093994140625 630.4181518554688 1443.58740234375 670.9767456054688,0.6406999826431274,SPF-9SA,0.8571866154670715
517,335.0,429.064537140374 442.5175445066575 750.2934058686263 759.4397851916954,575.9180908203125 632.6212158203125 645.0804443359375 676.6940307617188,0.3491336703300476,SPF-978,0.8838111162185669
518,290.0,1247.6422035510286 440.7696839953933 1596.5137502549596 778.792562991436,1376.4951171875 630.458251953125 1443.716796875 670.9182739257812,0.6396311521530151,SPF-9SA,0.8757522702217102
518,417.0,718.9057987392373 493.92865346049194 1205.3848311047736 959.5888625011644,962.397216796875 755.8809814453125 1043.0562744140625 803.6310424804688,0.6044972538948059,SPF-9A9,0.9713892936706543
518,335.0,430.3221501732989 443.97604787320597 753.3130156557793 760.6064381210251,574.8031005859375 631.7008666992188 647.4702758789062 677.8573608398438,0.463482141494751,SPF-978,0.8866220116615295
519,290.0,1248.4978826773488 443.7936550677344 1596.224784483815 780.9257777102132,1376.8067626953125 629.900634765625 1444.2470703125 671.6024780273438,0.6410386562347412,SPF-9SA,0.9004461169242859
519,417.0,721.6595440150925 487.12904260377445 1209.5427991832885 958.9107062834607,964.8495483398438 754.8433227539062 1043.9228515625 806.2827758789062,0.5701752305030823,SPF-9A9,0.9691559076309204
519,335.0,430.1637039653914 441.05342156450706 754.3227467853773 757.3735098156667,572.9203491210938 633.1881103515625 646.3994140625 680.6964721679688,0.5337074398994446,SPF-978,0.6660274267196655
520,290.0,1250.5516749460132 440.5531417660336 1599.5115359596732 781.7163836785585,1377.2001953125 630.9432373046875 1444.138427734375 671.450927734375,0.6321063041687012,SPF-9SA,0.9012877345085144
520,335.0,429.99520665177363 439.10541935777064 756.0317974404358 756.9168736571123,573.521728515625 637.6998291015625 644.3907470703125 681.7647705078125,0.5541126132011414,SPF-978,0.865969717502594
521,290.0,1252.132529058182 442.5456612914128 1600.3100391368632 784.5204148247796,1377.6866455078125 630.5587768554688 1443.4866943359375 670.6121826171875,0.6232172250747681,SPF-9SA,0.9332150220870972
521,335.0,429.6256458502379 436.226396753492 757.8524636880821 756.9054466406935,574.3851318359375 637.8817138671875 644.4593505859375 681.876953125,0.5544678568840027,SPF-978,0.864951491355896
521,417.0,727.1329264799269 491.2485284361114 1216.8761173668192 967.1695305265714,969.7692260742188 753.9169921875 1050.048583984375 805.2020874023438,0.5005159378051758,SPF-9A9,0.9710664749145508
522,290.0,1252.9737001323974 442.0467707506275 1599.0456934510194 783.2079997845199,1378.079833984375 630.8621826171875 1444.781982421875 672.05419921875,0.6230787634849548,SPF-9SA,0.9467440247535706
522,335.0,429.4256799849493 433.61625735077587 759.8183113087521 757.5972882431363,576.1116943359375 638.1246337890625 644.1425170898438 681.7640991210938,0.5376051664352417,SPF-978,0.88929682970047
522,417.0,727.8216123721561 500.4060223386814 1217.418402194629 970.5776701640887,972.5174560546875 761.2305908203125 1047.8638916015625 804.501708984375,0.3482811450958252,SPF-9A9,0.9717006683349609
523,290.0,1255.0386974700564 440.804170086718 1601.7239279419973 786.0525566935646,1377.75927734375 631.5262451171875 1445.288330078125 673.0045166015625,0.6118425130844116,SPF-9SA,0.8836157917976379
523,335.0,428.75728115459253 432.1940427088423 761.2482508513925 759.2765565438581,574.2059936523438 636.7772827148438 646.4873046875 686.0357666015625,0.5671735405921936,SPF-978,0.9322172999382019
523,417.0,730.9432897394414 488.5075093930369 1222.695262617483 964.825177216777,974.426513671875 756.9710083007812 1068.7987060546875 806.8958129882812,0.3263377845287323,SPF-9A9,0.9568873643875122
524,417.0,732.5703649075091 494.2914292878472 1224.316301094272 969.595144093324,977.0157470703125 757.034912109375 1061.779296875 808.00341796875,0.6885395646095276,SPF-9A9,0.9398686289787292
524,290.0,1256.5170239183492 440.09307222479663 1602.7731657376696 787.654497092108,1378.3603515625 631.307861328125 1446.388427734375 672.3868408203125,0.5970160365104675,SPF-9SA,0.962791383266449
524,335.0,427.7036389450999 431.0536198352049 762.3234938046525 760.0825739128768,576.1673583984375 639.6427001953125 643.9425659179688 682.9030151367188,0.5255624055862427,SPF-978,0.8695517778396606
525,290.0,1258.328615270833 437.4043486543003 1604.1123009031583 788.3688096494104,1378.6070556640625 633.22021484375 1450.2947998046875 675.1199951171875,0.5846915245056152,SPF-9SA,0.8135746717453003
525,335.0,427.10649129990173 431.1379491672964 764.3332422205544 762.0054530001312,574.8656005859375 640.1505737304688 643.9864501953125 683.645751953125,0.5214959383010864,SPF-978,0.8988791704177856
525,417.0,733.3841898430472 497.2406761629789 1225.5964721555033 971.4126420859129,978.1532592773438 763.4794921875 1061.052734375 809.7698364257812,0.4197729229927063,SPF-9A9,0.9632130861282349
526,290.0,1262.0107234237976 438.7768263186458 1604.805748323457 789.5733913155443,1378.645263671875 632.7099609375 1450.55908203125 673.9352416992188,0.5924798250198364,SPF-9SA,0.9372659921646118
526,417.0,736.3189464267664 493.10670936626514 1228.062806762352 970.5104328231524,980.8115844726562 760.8131103515625 1063.825439453125 810.218994140625,0.584553062915802,SPF-9A9,0.9559125304222107
526,335.0,426.31601532223016 434.90694819547946 765.143859908183 765.8857364344968,574.44677734375 639.883056640625 644.4866943359375 683.5052490234375,0.5557901263237,SPF-978,0.9147787094116211
527,335.0,425.5864647827077 434.19834244711114 766.5720026649863 766.6223235491573,574.5809326171875 640.0115966796875 645.7692260742188 685.3057861328125,0.579412043094635,SPF-978,0.9008933901786804
527,290.0,1265.0414994058463 436.1846234151503 1605.9987103710448 789.2251098801714,1378.8309326171875 634.3411254882812 1448.9185791015625 675.3789672851562,0.5691965818405151,SPF-9SA,0.8644145727157593
527,417.0,739.5072500194592 506.18087131071695 1228.93437672526 977.4287164537158,1019.6209716796875 721.0330810546875 1103.232421875 761.8104858398438,0.258780837059021,SPF-9A9,0.7573992609977722
528,335.0,424.2066128012075 437.25349128443435 765.8388857063051 768.4158688243822,572.53271484375 642.579833984375 645.8754272460938 687.3983154296875,0.603330135345459,SPF-978,0.7950950264930725
528,290.0,1267.2270748500182 436.3771287182194 1606.0870242045194 790.6594022139332,1377.98046875 636.4595947265625 1444.516357421875 677.5455322265625,0.546340823173523,SPF-9SA,0.9551649689674377
528,417.0,743.002285596025 502.6971180587958 1232.2876285174852 977.4105872928513,982.5470581054688 763.580322265625 1057.78759765625 812.3685302734375,0.43054428696632385,SPF-9A9,0.9762572050094604
529,335.0,422.62549764724986 441.14281672938586 765.6017999104599 770.2511428474029,572.2799072265625 643.4130859375 646.8016357421875 686.4212036132812,0.6021549701690674,SPF-978,0.7748594284057617
529,290.0,1267.7532608502283 437.83596259772986 1604.24803229878 789.9733343340968,1378.70166015625 638.6738891601562 1443.921875 679.2969360351562,0.49469801783561707,SPF-9SA,0.9177390336990356
530,335.0,420.6441146198913 438.44658660297614 765.5390074727331 771.8941056777808,572.7794189453125 642.5928344726562 647.2615966796875 686.7525634765625,0.5815739631652832,SPF-978,0.9058936238288879
530,290.0,1270.5222797458844 436.1787963575614 1605.1310154197338 787.5039178401096,1378.7757568359375 639.7053833007812 1446.0791015625 681.9378051757812,0.5336248278617859,SPF-9SA,0.9197930097579956
530,417.0,748.0114033972018 506.9207352102004 1235.3072614167802 980.1984411509328,984.3548583984375 770.9033203125 1064.060302734375 814.2665405273438,0.3004646599292755,SPF-9A9,0.9786390066146851
531,290.0,1273.624444858279 435.7231077820195 1608.1029095650968 787.2684110064365,1379.098388671875 638.2566528320312 1444.6790771484375 680.6213989257812,0.5325735211372375,SPF-9SA,0.9592305421829224
531,335.0,420.2365845737767 439.8183689941609 766.6003852745723 774.808520527383,573.3446044921875 642.717529296875 648.0010986328125 688.013427734375,0.5291079878807068,SPF-978,0.8965378999710083
532,417.0,752.1439603142508 510.09295689867906 1239.2130359177581 984.8648025929891,987.3378295898438 767.8899536132812 1071.250732421875 821.6720581054688,0.660031795501709,SPF-9A9,0.9762239456176758
532,290.0,1275.3499046088286 436.6862942970952 1607.4934002147247 787.365525309049,1384.910888671875 646.0460815429688 1444.0506591796875 679.9151000976562,0.5202487707138062,SPF-9SA,0.9346226453781128
532,335.0,421.6483273786764 441.85674024353193 769.5381947059118 772.6588160887579,575.578369140625 649.2060546875 646.292236328125 688.8135986328125,0.46790841221809387,SPF-978,0.9083613157272339
533,417.0,757.7932792399018 503.9591860696788 1245.6575322108893 983.3104968740882,986.6810302734375 768.3585205078125 1074.6639404296875 821.9791259765625,0.6233993172645569,SPF-9A9,0.9676892161369324
533,290.0,1277.1360943055183 439.28446234737794 1606.7742853584396 789.1482278250737,1383.153564453125 646.7798461914062 1444.87060546875 681.5324096679688,0.5915103554725647,SPF-9SA,0.961049497127533
533,335.0,420.4156860280318 438.6306089879837 771.0193669455193 771.1085317170408,575.8931274414062 649.2989501953125 645.4049682617188 690.63720703125,0.4640601873397827,SPF-978,0.9262672066688538
534,290.0,1278.8029122307037 440.9465133025072 1606.5979391755766 789.3352739044801,1383.183349609375 646.4802856445312 1445.5469970703125 681.8634033203125,0.6088523268699646,SPF-9SA,0.9662979245185852
534,335.0,420.9578752504642 443.13580912870543 772.1375434772008 771.6567391459121,574.04443359375 649.5335083007812 645.28271484375 692.8973388671875,0.5571218132972717,SPF-978,0.8985493779182434
534,417.0,757.3861911887626 522.9269560219713 1245.2192968450672 992.8085469230513,993.8790893554688 772.8489990234375 1070.324951171875 818.7703857421875,0.4665593206882477,SPF-9A9,0.9603201150894165
535,290.0,1280.5507881052058 440.6431217563845 1607.1460003061338 788.6020498257155,1382.8316650390625 647.2051391601562 1444.48046875 682.4705810546875,0.6057600975036621,SPF-9SA,0.9286226034164429
535,335.0,422.30704468739145 444.72596050693164 774.6835022279688 771.7716798862464,576.517822265625 650.3963623046875 642.3634643554688 693.7449951171875,0.5897541642189026,SPF-978,0.9344729781150818
535,417.0,760.5789578663399 507.82542973511784 1250.001603340257 985.4952645798431,992.3593139648438 771.1842041015625 1078.545654296875 817.6224975585938,0.4915080964565277,SPF-9A9,0.9680300951004028
536,417.0,763.6249101187148 513.7188911596021 1253.1070159131136 988.5433019189069,993.1373291015625 771.4729614257812 1082.56787109375 819.8439331054688,0.6446365714073181,SPF-9A9,0.97329181432724
536,290.0,1282.1913957457848 439.1822286246301 1606.7740187566922 787.7630949406391,1380.2530517578125 644.6107177734375 1449.056396484375 682.9528198242188,0.6258618235588074,SPF-9SA,0.9436832070350647
536,335.0,421.3525378947681 440.1671279180249 777.5250010229558 769.6105904779116,574.711181640625 649.43505859375 644.8885498046875 696.3991088867188,0.6065598726272583,SPF-978,0.8940877914428711
537,290.0,1284.0360495771674 440.10140688221804 1605.9418790652235 787.7863205297549,1382.9326171875 648.783935546875 1449.8671875 683.5171508789062,0.6125876307487488,SPF-9SA,0.9572222828865051
537,335.0,420.3088404510031 444.1229941509303 776.5894123055039 770.5205960040014,574.27783203125 653.52783203125 645.7066650390625 697.4466552734375,0.4852170944213867,SPF-978,0.8687989711761475
537,417.0,766.5010629111973 515.3773230246571 1256.5110022124186 987.2334037005779,1011.069091796875 772.749755859375 1083.324951171875 822.0005493164062,0.33775794506073,SPF-9A9,0.9595704674720764
538,417.0,766.2422839153421 509.6393865667292 1257.8915205659016 985.2112801898782,999.0140380859375 774.2672119140625 1085.3812255859375 822.4964599609375,0.6270439624786377,SPF-9A9,0.9755675196647644
538,290.0,1286.000851172388 443.4360479095676 1604.7917048927618 788.8927288373527,1381.640625 647.9140625 1451.09033203125 686.112060546875,0.624880313873291,SPF-9SA,0.9263429045677185
538,335.0,419.7945977555149 442.5314582239755 778.8014852996054 769.6858441509748,575.3252563476562 653.3204345703125 645.9378662109375 697.9506225585938,0.5649753212928772,SPF-978,0.8902288675308228
539,290.0,1289.240359509218 442.7820370756988 1607.37565908699 788.13225570342,1381.2857666015625 647.9537353515625 1451.3148193359375 686.0653076171875,0.6234028339385986,SPF-9SA,0.9328884482383728
539,417.0,768.1214091368173 513.7728632917707 1261.074109654157 989.0805016262722,1009.62646484375 778.7525634765625 1083.5986328125 821.4705810546875,0.5317396521568298,SPF-9A9,0.9679613709449768
539,335.0,420.956526822633 441.3629400294345 783.5821040566908 774.4661479750695,576.2828979492188 652.2296752929688 644.97509765625 696.2478637695312,0.5314159989356995,SPF-978,0.8932755589485168
540,290.0,1291.7890401728846 440.8493510891352 1609.9407250006134 787.8876812858922,1382.9639892578125 647.8062744140625 1450.6162109375 685.2021484375,0.6298266053199768,SPF-9SA,0.9498418569564819
540,335.0,420.609825873629 445.42758579266126 785.3688687878112 783.2314558449826,577.7649536132812 652.0443115234375 646.010986328125 698.2251586914062,0.6001014113426208,SPF-978,0.9448018670082092
540,417.0,766.7237976044948 509.33187061809315 1262.2033860068993 989.9770732879632,1011.6192626953125 778.4425048828125 1085.174072265625 823.188720703125,0.4355567991733551,SPF-9A9,0.965204656124115
541,290.0,1293.137684603881 441.89195120208694 1608.5285270302747 788.609118855829,1384.88134765625 649.6686401367188 1450.835693359375 684.2638549804688,0.6368252635002136,SPF-9SA,0.9445310831069946
541,335.0,422.2645279394642 444.162344972686 789.6627837928429 786.152301881976,581.0783081054688 651.58837890625 653.6053466796875 699.220947265625,0.6021762490272522,SPF-978,0.9426783919334412
541,417.0,765.3660031329338 522.0376197517821 1263.1254172329338 998.0412491752124,1017.2884521484375 781.8621826171875 1089.6329345703125 831.4984130859375,0.3072681725025177,SPF-9A9,0.9564333558082581
542,290.0,1295.8495677205426 442.0115298773313 1607.8577401095956 788.8031869224463,1390.16259765625 651.8434448242188 1453.4296875 687.7026977539062,0.628614068031311,SPF-9SA,0.9895317554473877
542,335.0,422.86483057363705 442.20307120192035 792.2628105496916 785.3742630277519,581.1455688476562 649.9825439453125 654.3369750976562 700.5370483398438,0.5763291716575623,SPF-978,0.9400601387023926
543,290.0,1298.9085112600678 451.04481233291426 1607.9975989566574 791.7490536302453,1387.0301513671875 654.11865234375 1458.9407958984375 693.2990112304688,0.6473862528800964,SPF-9SA,0.8847721815109253
543,335.0,422.59162016712935 444.6778510828848 793.8461486533199 785.5806129607189,579.9841918945312 650.1102294921875 654.9091186523438 701.542724609375,0.5530140399932861,SPF-978,0.9202253222465515
543,417.0,771.0349697656411 530.0081662584247 1268.806604228182 998.9786977984851,1019.977783203125 779.29443359375 1098.455322265625 829.7635498046875,0.5126639604568481,SPF-9A9,0.9171651601791382
544,290.0,1300.9250345601065 446.3963268253238 1608.2470390385172 788.0951283514344,1387.138671875 653.9401245117188 1458.9482421875 693.3213500976562,0.6324859261512756,SPF-9SA,0.8234001994132996
544,335.0,422.75982318123044 443.22296354165866 795.4045755287251 781.3439029051765,579.0177612304688 651.58544921875 656.1917724609375 702.3052978515625,0.532776951789856,SPF-978,0.937897264957428
545,290.0,1302.5099645978096 449.7915357204036 1607.846794505622 788.4274593168932,1392.1922607421875 654.5599365234375 1459.6611328125 694.8019409179688,0.603475034236908,SPF-9SA,0.8858400583267212
545,335.0,422.2540379673685 443.0012255154494 794.8059782693756 779.726067470231,578.8861694335938 652.241943359375 656.4912719726562 700.192138671875,0.5436671376228333,SPF-978,0.9442600607872009
545,417.0,776.1847356043537 523.8931783310989 1272.0327385367245 991.8478799987297,1022.1267700195312 784.6837158203125 1095.68017578125 831.4586181640625,0.3327398896217346,SPF-9A9,0.9014805555343628
546,290.0,1304.614952437509 454.19133600597945 1607.599736626011 789.2373540698319,1388.735595703125 654.8983154296875 1460.8948974609375 696.6689453125,0.6197733879089355,SPF-9SA,0.9580076336860657
546,335.0,421.4268117142321 443.38034071506706 793.8361123968125 778.6244030653364,578.75830078125 653.1834716796875 657.194580078125 702.8967895507812,0.4591367244720459,SPF-978,0.9317444562911987
547,290.0,1305.9719351766253 449.6500042612039 1606.9317672618035 786.6766355182402,1386.4617919921875 654.8845825195312 1459.3048095703125 696.1444702148438,0.632238507270813,SPF-9SA,0.8788012862205505
547,417.0,784.7936031501754 536.5502514498315 1277.1419320507266 995.4103316072061,1018.312255859375 785.4721069335938 1104.7431640625 839.7595825195312,0.48577266931533813,SPF-9A9,0.8649746775627136
547,335.0,420.9609400421251 443.4185585635825 793.2608963031079 778.9764568635719,580.5462646484375 652.856201171875 656.62890625 701.9986572265625,0.4565458297729492,SPF-978,0.9690219759941101
548,290.0,1307.174890003078 458.11823846129926 1606.2489279454985 789.9238620339273,1389.3580322265625 655.810791015625 1460.8310546875 696.7114868164062,0.639348030090332,SPF-9SA,0.9175207018852234
548,335.0,420.53866362205224 444.6071895345659 792.9239745077333 780.2570166819963,580.804931640625 655.563232421875 652.985595703125 704.643798828125,0.5224182605743408,SPF-978,0.9043142199516296
