frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
389,290.0,1386.9003361150208 399.4123744448097 1646.3207358993186 702.5047826299058,1469.185791015625 560.1724853515625 1530.31689453125 599.7481079101562,0.6380711793899536,SPF-9SA,0.6956190466880798
389,209.0,488.0589565823618 426.859786463291 898.7427147728572 808.9712705919857,700.4520263671875 644.3299560546875 768.4044189453125 683.220947265625,0.29335781931877136,SPF-9A9,0.9516643285751343
390,290.0,1382.1532192044479 397.4582400475837 1645.5929775286486 701.8858584642265,1466.071044921875 561.6806030273438 1529.265869140625 600.4107055664062,0.6469448208808899,SPF-9SA,0.7114696502685547
391,290.0,1378.9284628035907 398.9568794531762 1646.0497069255466 702.8000375005795,1467.471923828125 562.22705078125 1529.28271484375 600.9456787109375,0.6425157189369202,SPF-9SA,0.6463251709938049
391,209.0,491.3380554746784 422.13529536392116 903.0140867998944 801.3229767044165,702.4801025390625 643.273193359375 771.4249877929688 682.2913818359375,0.4928775429725647,SPF-9A9,0.9042290449142456
392,290.0,1375.7983163765027 398.90280614460914 1646.272938246458 702.6034421229105,1465.4739990234375 560.9992065429688 1526.4151611328125 599.6768798828125,0.6482067108154297,SPF-9SA,0.7544524073600769
392,209.0,491.3769431480347 426.10496701688726 905.0149866815499 799.7463194459685,700.7792358398438 646.8963623046875 769.4559326171875 683.4388427734375,0.37445130944252014,SPF-9A9,0.9655075669288635
393,290.0,1373.2434836679238 395.56780621899736 1646.5956076227537 701.20160926444,1464.9471435546875 561.1840209960938 1527.1693115234375 599.8049926757812,0.6434178948402405,SPF-9SA,0.8583663702011108
393,209.0,493.3360645456361 413.8578570438233 906.5959278125785 789.2159588504612,704.1663208007812 644.420166015625 770.754150390625 682.4459838867188,0.5682578682899475,SPF-9A9,0.9258593320846558
394,290.0,1369.171663777966 391.406640076289 1646.229958888231 700.7176397280177,1464.92578125 560.522216796875 1526.3397216796875 599.453125,0.590427815914154,SPF-9SA,0.6716213226318359
394,209.0,496.0445107946439 425.69041280227697 910.1212139887712 788.5617107074345,708.5394287109375 643.1893310546875 767.041748046875 680.0424194335938,0.47394824028015137,SPF-9A9,0.9681223630905151
395,290.0,1365.083420350798 388.5702092080993 1646.1115589054266 701.0831053350715,1465.610595703125 560.1680908203125 1526.1185302734375 598.886474609375,0.5648386478424072,SPF-9SA,0.8139780759811401
395,209.0,496.1328498694792 409.37058542803095 910.5277155833452 770.7172410790455,709.682373046875 640.50390625 770.416015625 680.747802734375,0.5492603182792664,SPF-9A9,0.966353714466095
396,290.0,1360.178409488902 387.29820887470964 1645.2229882192735 702.465150188526,1464.3072509765625 559.541748046875 1523.90625 600.8648071289062,0.5847355723381042,SPF-9SA,0.7860860228538513
396,209.0,496.01782190375735 409.2275664371324 911.8970004760436 765.0289729642608,711.3847045898438 643.5899658203125 767.5036010742188 681.4004516601562,0.5144612789154053,SPF-9A9,0.9533677101135254
397,209.0,492.2992448598942 412.19443204722086 911.5544595464893 758.7661537757493,709.7298583984375 645.0687255859375 769.0069580078125 682.8773193359375,0.5950872302055359,SPF-9A9,0.9724982380867004
397,290.0,1354.618668419535 386.8956016696239 1643.6739826359412 703.6426565426978,1463.445068359375 559.7032470703125 1516.67919921875 598.5650024414062,0.5486078262329102,SPF-9SA,0.8998040556907654
398,209.0,492.19089008484974 405.5708648682946 912.7963726696375 748.9239501957434,707.2183837890625 645.256103515625 764.9446411132812 682.8721923828125,0.5016269683837891,SPF-9A9,0.8836840391159058
399,209.0,494.74723246108374 418.11470904901506 915.8914725267744 748.9469581696085,706.154052734375 644.2545166015625 773.4362182617188 683.1765747070312,0.5470805764198303,SPF-9A9,0.9190340042114258
399,290.0,1347.3942130195312 394.001383999282 1643.669663967213 706.2605941844691,1460.471435546875 562.1759033203125 1511.515380859375 600.1162719726562,0.46080589294433594,SPF-9SA,0.8877028226852417
400,290.0,1343.635379810724 390.5129532981206 1643.2885748517926 703.914817197193,1459.9677734375 565.498779296875 1513.005126953125 603.6517333984375,0.513815701007843,SPF-9SA,0.5360262989997864
400,209.0,498.80785707748123 419.72379699186837 917.8348032791034 744.8870226059116,708.204833984375 648.8815307617188 772.823486328125 682.805908203125,0.24751821160316467,SPF-9A9,0.952046811580658
401,209.0,504.11826069512705 434.36816948258684 919.3523961906269 749.4424416229451,709.484619140625 647.3038330078125 778.2557373046875 686.99462890625,0.6163728833198547,SPF-9A9,0.9405122995376587
401,290.0,1337.4104724083043 396.9971493540561 1641.4289294374569 707.2003949771447,1463.75390625 565.4896240234375 1512.5943603515625 602.122314453125,0.4775348901748657,SPF-9SA,0.8717443943023682
402,209.0,506.86463764778745 443.262459002295 919.3633205608003 753.0968225751649,709.0947265625 646.8594360351562 779.085205078125 684.9453735351562,0.5785977244377136,SPF-9A9,0.9385733604431152
402,290.0,1333.1930071680158 395.5670565042091 1640.5221789143206 706.7999486231677,1455.341796875 562.3580322265625 1511.785888671875 600.4473876953125,0.5715082883834839,SPF-9SA,0.8293781280517578
403,331.0,505.0687572072774 420.57715669454603 882.9824520968815 754.4972968538276,712.1639404296875 647.9517822265625 778.82421875 685.8056640625,0.6127361059188843,SPF-9A9,0.8991809487342834
403,290.0,1329.4554310085316 398.5379933836557 1639.3809183919404 708.71189750399,1455.45458984375 561.6685180664062 1514.93017578125 600.602783203125,0.581632673740387,SPF-9SA,0.6675362586975098
404,290.0,1327.3913862909435 399.04904219708055 1639.0712267657727 708.990865659961,1452.695068359375 562.2569580078125 1515.649169921875 602.5963134765625,0.5865029692649841,SPF-9SA,0.9545382857322693
404,331.0,519.6101713186802 443.7677646125054 918.0700747047401 782.5191444043354,715.7821655273438 647.3751220703125 782.6870727539062 686.4927978515625,0.5505406260490417,SPF-9A9,0.9320561289787292
405,290.0,1325.391309212246 396.1012999954178 1639.0886517912625 707.2156051138243,1449.948974609375 563.2154541015625 1515.4051513671875 604.4423828125,0.6176238656044006,SPF-9SA,0.8095712661743164
405,331.0,510.9249521452884 446.31597672106557 930.7251995575173 803.7884359169547,715.0404052734375 649.4100341796875 780.47900390625 688.2084350585938,0.5389599800109863,SPF-9A9,0.9470683336257935
406,331.0,518.0050987725185 454.7633168469729 939.1081838631567 818.1742650148069,716.7354736328125 651.669189453125 782.65771484375 690.7911376953125,0.6553872227668762,SPF-9A9,0.958692193031311
406,290.0,1321.2255840324558 396.7350873174369 1637.2249022546114 708.1453645773945,1449.691650390625 565.8316040039062 1509.22216796875 602.1405029296875,0.6137381196022034,SPF-9SA,0.6894766092300415
407,290.0,1318.3405002752174 395.6532654837333 1636.2995591355766 708.3581272149777,1450.635009765625 563.8343505859375 1506.327880859375 600.8472900390625,0.6074351072311401,SPF-9SA,0.814858615398407
407,331.0,519.9619258231904 452.02716985215704 942.2815563100015 824.0199932370004,721.0171508789062 653.831298828125 784.2947387695312 692.3655395507812,0.5333763360977173,SPF-9A9,0.9515266418457031
408,331.0,519.0057005388749 443.1846494164164 945.4106212093875 828.4448852499078,722.470947265625 653.336181640625 787.2811279296875 693.8217163085938,0.6591091156005859,SPF-9A9,0.8583556413650513
408,290.0,1315.450666403632 396.07450558816447 1635.7277115773345 710.0749111552569,1447.854736328125 566.1414794921875 1506.79638671875 602.626953125,0.5707641243934631,SPF-9SA,0.887653648853302
409,290.0,1313.7035450405488 395.40399982719464 1635.8779181993932 710.8295027897038,1445.001220703125 564.1160888671875 1506.672119140625 603.2373046875,0.6130786538124084,SPF-9SA,0.764248788356781
409,331.0,516.1182072214713 446.47622562500885 943.8253285019537 834.0993322480077,723.18701171875 654.042236328125 788.799072265625 693.1598510742188,0.38732996582984924,SPF-9A9,0.9354000091552734
410,334.0,512.0786985141917 428.367957348691 934.6575440805711 828.1985950246527,721.5150146484375 651.8466796875 791.2855224609375 695.6561279296875,0.6623936891555786,SPF-9A9,0.959191620349884
410,290.0,1313.1939010937897 395.54633298034116 1636.6291310928489 711.2373800741208,1441.53857421875 566.5572509765625 1506.35205078125 604.2789306640625,0.6083868145942688,SPF-9SA,0.7445273995399475
411,290.0,1312.800886230063 395.57789007906 1636.912121707801 709.4802878906531,1441.3524169921875 565.6065063476562 1505.4560546875 603.3719482421875,0.6121653914451599,SPF-9SA,0.644602358341217
411,334.0,521.8568826046442 445.97586832919086 934.2388714739197 833.7649290509796,745.0587768554688 612.9526977539062 821.0137939453125 648.991455078125,0.2623065114021301,SPF-9A9,0.5704413652420044
412,334.0,525.2237278018692 438.17951707211716 935.190624119077 830.096065524721,722.9869384765625 653.7941284179688 793.57763671875 697.0982055664062,0.6823810935020447,SPF-9A9,0.8522793650627136
412,290.0,1312.2098888546761 394.9388797791295 1637.2409663412636 710.394778728874,1441.129638671875 566.014404296875 1499.6700439453125 605.39453125,0.6221919059753418,SPF-9SA,0.752995491027832
413,290.0,1311.9261713813326 396.6792630980616 1637.5447276964237 711.219053786533,1440.10546875 569.367431640625 1493.130126953125 605.1895141601562,0.5256596207618713,SPF-9SA,0.5440597534179688
413,334.0,529.892168044534 441.533648312054 934.2721541363053 829.8114847326665,724.471923828125 654.8949584960938 793.0325317382812 696.282958984375,0.49706175923347473,SPF-9A9,0.9294477105140686
414,334.0,533.4027677736153 450.27657667920676 935.04658210713 835.5988376501359,724.198974609375 652.6703491210938 793.3494873046875 698.1089477539062,0.6851787567138672,SPF-9A9,0.8473137021064758
414,290.0,1311.6143324829322 396.00716642375426 1638.6773302671704 711.5016399549044,1434.1842041015625 571.3883056640625 1495.0557861328125 606.8299560546875,0.5474432706832886,SPF-9SA,0.8621506690979004
415,334.0,536.2069472399756 452.2426229618506 936.2985473273683 835.7816293293558,726.3052368164062 651.1177368164062 790.1158447265625 696.6741943359375,0.616986095905304,SPF-9A9,0.9376314878463745
415,290.0,1311.3859230803807 395.1137540952175 1640.2873753102574 711.5642562233936,1432.741455078125 569.4235229492188 1496.0225830078125 608.1876220703125,0.5643779635429382,SPF-9SA,0.6505643129348755
416,334.0,537.8423838915545 452.6768035978183 936.8188118198578 835.5225629208736,725.8478393554688 652.319091796875 792.80126953125 697.7448120117188,0.6608491539955139,SPF-9A9,0.9051603674888611
416,290.0,1308.9098013445314 397.9833019612482 1639.7869339892122 713.6147107244087,1430.1715087890625 573.8026123046875 1495.2177734375 607.52880859375,0.5534409284591675,SPF-9SA,0.7101779580116272
417,290.0,1305.8134022885715 396.88069698480706 1639.1417400094947 713.3378393239046,1427.0057373046875 573.17919921875 1492.931396484375 608.58056640625,0.5670045018196106,SPF-9SA,0.9009543061256409
417,334.0,536.615126895191 454.084070388794 936.5351685659766 833.0377708417885,726.9321899414062 654.4608764648438 788.41943359375 697.522216796875,0.5427610278129578,SPF-9A9,0.944880485534668
418,334.0,535.841978043743 455.24556967455845 936.3987732465196 832.0090206246753,726.9735717773438 653.1953125 793.673095703125 698.663330078125,0.6219971179962158,SPF-9A9,0.8808379769325256
418,290.0,1302.3272669252415 399.0952542854527 1637.322520852009 714.276615959719,1426.6322021484375 573.82568359375 1482.2310791015625 607.601318359375,0.5458638072013855,SPF-9SA,0.8446926474571228
419,290.0,1298.7137368715635 397.6160578663065 1636.8199375303893 713.6484430751458,1425.25390625 574.3075561523438 1480.970458984375 607.9163818359375,0.5523713231086731,SPF-9SA,0.8341217637062073
419,334.0,537.0729436170259 456.8639978329584 938.354049055451 832.3153478110451,732.3674926757812 652.5941162109375 796.716552734375 697.77880859375,0.41984421014785767,SPF-9A9,0.9527319073677063
420,334.0,535.9917443892981 455.99690109860296 939.1552753132174 831.2811662741009,729.6998291015625 655.431884765625 795.7335205078125 698.6123657226562,0.6185522675514221,SPF-9A9,0.9127393364906311
420,290.0,1295.9249521251638 399.3880345091632 1636.4517588866372 714.6961175510758,1421.63232421875 569.27099609375 1478.744384765625 608.160888671875,0.5345062017440796,SPF-9SA,0.894379734992981
421,334.0,536.4871101720868 456.7407113319928 942.0023344203834 831.1060744635774,731.4564208984375 656.82958984375 799.4696044921875 702.73779296875,0.5818141102790833,SPF-9A9,0.9017173051834106
421,290.0,1294.0532667768543 400.14750300101366 1636.9012963108248 714.7987199273056,1419.0341796875 573.8805541992188 1483.265869140625 608.605224609375,0.4928135871887207,SPF-9SA,0.6594391465187073
422,334.0,530.2482269448426 454.03058201178516 941.0635199377714 830.6088648288585,729.790283203125 656.2747192382812 805.364501953125 702.6741943359375,0.6137111783027649,SPF-9A9,0.8927015066146851
422,290.0,1292.4127086857923 398.69115195953185 1637.001672344618 713.2993480109387,1417.81982421875 573.7996215820312 1478.37890625 608.5162353515625,0.5612765550613403,SPF-9SA,0.7961533665657043
423,290.0,1291.3534808369882 400.6283037488456 1637.0996397517497 714.7451496679523,1415.182861328125 576.7607421875 1473.704345703125 610.083740234375,0.5894944071769714,SPF-9SA,0.8886852264404297
423,334.0,531.4515511610662 455.6930352422015 945.4325094598425 831.6253180353136,739.732666015625 656.4559936523438 804.6110229492188 700.8477172851562,0.457777202129364,SPF-9A9,0.9460994005203247
424,334.0,532.2754835037953 454.054312428593 949.8554484337379 832.159754411236,731.1192016601562 661.5496826171875 807.358154296875 705.82080078125,0.5949732661247253,SPF-9A9,0.9159135818481445
424,290.0,1290.989708754628 397.9439228721704 1638.0763613160063 713.6285349578259,1415.56396484375 577.2954711914062 1474.719482421875 609.2700805664062,0.5748822093009949,SPF-9SA,0.8634403944015503
425,290.0,1288.1529860858998 399.7366113715934 1636.4339581235242 715.3736555048717,1410.099365234375 576.4476318359375 1470.85888671875 608.844482421875,0.5938098430633545,SPF-9SA,0.8889155387878418
425,334.0,533.087914672279 457.974980240489 950.5248563107028 834.7406097562193,735.60107421875 665.9188842773438 807.7579345703125 705.5835571289062,0.4569137692451477,SPF-9A9,0.9575100541114807
426,290.0,1285.810123626395 399.51800956634986 1635.3293564604776 716.2082795976793,1408.15087890625 577.6044921875 1469.264892578125 613.4407348632812,0.6232904195785522,SPF-9SA,0.8346629738807678
426,334.0,536.7790218392314 460.04664616041487 955.0737451926831 836.7098344132405,735.3031005859375 661.6572875976562 808.790283203125 706.9963989257812,0.5196300745010376,SPF-9A9,0.937138557434082
427,290.0,1282.848126176874 398.078467279365 1633.8495058890755 716.0209384751067,1404.263916015625 578.037109375 1467.99072265625 611.4630126953125,0.5948848128318787,SPF-9SA,0.9103440046310425
427,334.0,537.0860218451141 466.23007550866674 956.6642137655531 839.6888892056513,737.998291015625 666.7566528320312 809.9415283203125 706.3234252929688,0.5392393469810486,SPF-9A9,0.9202713966369629
428,290.0,1282.241018116597 402.8078599734638 1634.0989118045482 719.8197115941762,1403.894287109375 577.435546875 1466.511962890625 612.2836303710938,0.5969439744949341,SPF-9SA,0.9055492281913757
428,334.0,539.9521681339779 464.28410754379195 957.6206321982568 838.2202624711318,742.2371826171875 670.771484375 811.102783203125 705.60595703125,0.39924949407577515,SPF-9A9,0.9651832580566406
429,334.0,542.1915526653083 463.81893521965117 960.7995963138678 837.3512892239933,743.9193115234375 667.8438720703125 815.0794677734375 707.1600952148438,0.5800203680992126,SPF-9A9,0.9747624397277832
429,290.0,1281.8072041904738 399.3063916919284 1634.5557008256283 718.4993667288095,1403.4176025390625 577.21630859375 1470.12060546875 613.9263916015625,0.5564977526664734,SPF-9SA,0.6447847485542297
430,290.0,1280.5861865425397 402.2634722560384 1634.3566052622562 720.8866300899898,1402.46923828125 580.515625 1463.4990234375 614.4501953125,0.5462278723716736,SPF-9SA,0.807671070098877
430,334.0,542.0733611276087 460.54296623305186 961.377969413842 836.8477661263726,746.2794189453125 671.442138671875 814.78369140625 705.9537353515625,0.30646929144859314,SPF-9A9,0.9606817960739136
431,334.0,544.8913870418972 458.9345268917754 963.6885042454697 836.7879915696697,748.9383544921875 670.6180419921875 817.4957885742188 709.19921875,0.6302756667137146,SPF-9A9,0.9588021039962769
431,290.0,1278.3879940848822 400.7429245994137 1633.2922065738423 720.9277218835509,1397.7886962890625 580.528564453125 1458.33984375 614.595458984375,0.5954599380493164,SPF-9SA,0.8674569129943848
432,290.0,1274.7469614584522 402.27593044128247 1631.4242273213547 721.5858331439952,1395.005615234375 581.892822265625 1459.18701171875 616.8576049804688,0.6336082220077515,SPF-9SA,0.8265936970710754
432,334.0,544.9087424866455 459.4280091101308 965.1730854702787 837.072672586272,752.2673950195312 669.5345458984375 813.762451171875 706.28662109375,0.46223288774490356,SPF-9A9,0.958556056022644
433,290.0,1272.283247783621 402.02013172588966 1630.4682326518637 721.3837840951418,1390.350341796875 581.450927734375 1453.30908203125 616.6448974609375,0.6157277226448059,SPF-9SA,0.9312732815742493
433,334.0,545.0213153484353 457.94416363785706 965.6281447092747 837.2530265528379,751.4638671875 667.6370239257812 821.240966796875 711.198974609375,0.5752361416816711,SPF-9A9,0.9348178505897522
434,290.0,1270.4515279189632 401.81311742995945 1630.131820235455 721.3493430859608,1390.454833984375 579.837890625 1447.7606201171875 616.1158447265625,0.6362085342407227,SPF-9SA,0.9591498970985413
434,334.0,546.6976552606476 459.26065591640884 966.9664743635564 838.4366145920106,753.3575439453125 674.3758544921875 813.9952392578125 710.349365234375,0.47381991147994995,SPF-9A9,0.9359459280967712
435,290.0,1269.4747533565512 400.4852962304446 1630.6764519278724 721.7386823603649,1387.1461181640625 581.6478881835938 1449.6849365234375 617.9326171875,0.6218065023422241,SPF-9SA,0.8950390219688416
435,334.0,548.38566384162 458.5492298564669 968.6182688266485 837.1516516449229,755.1318969726562 669.0238037109375 823.5298461914062 711.0311279296875,0.5872927904129028,SPF-9A9,0.9383823275566101
436,290.0,1268.005224876375 399.99948808535095 1630.74594481661 722.5661393763096,1387.8408203125 581.5423583984375 1445.990966796875 619.4283447265625,0.6390379071235657,SPF-9SA,0.8903595805168152
436,334.0,549.1764924668298 462.4830000766731 969.8248464175954 839.7861358613716,770.8903198242188 629.1051635742188 859.8755493164062 666.4096069335938,0.2008422315120697,SPF-9A9,0.5282413363456726
437,334.0,549.2177242051705 463.54136307084696 970.9691881306151 841.4478231864778,758.908203125 672.034912109375 829.8517456054688 711.7130737304688,0.666470468044281,SPF-9A9,0.9533584713935852
437,290.0,1264.1097535910305 399.0727104799868 1628.0172030056222 722.9064088302403,1382.6171875 579.5882568359375 1445.8421630859375 621.367919921875,0.6351996660232544,SPF-9SA,0.9513056874275208
438,290.0,1260.931320162854 398.91031848058316 1626.179491969843 723.9163839808125,1382.025146484375 579.46728515625 1447.3428955078125 623.39208984375,0.6303063035011292,SPF-9SA,0.8018705248832703
438,334.0,550.2315317032405 462.90426198602137 973.0019384335071 842.3968605375767,760.9325561523438 669.1181640625 835.2744140625 712.7890625,0.6194166541099548,SPF-9A9,0.9551750421524048
439,334.0,551.3296599731887 462.04005098700645 974.7892467811462 843.0720343021242,764.9386596679688 672.5653076171875 836.3886108398438 716.17431640625,0.6269930601119995,SPF-9A9,0.9434908628463745
439,290.0,1259.1532978672344 398.80887198938603 1625.2846703373334 724.8779338607624,1377.086181640625 579.6024169921875 1446.75634765625 623.7068481445312,0.6255998015403748,SPF-9SA,0.86577969789505
440,334.0,555.0061656667879 460.31259499462703 978.1346245081209 842.4769882020673,765.3050537109375 674.0394897460938 838.0248413085938 719.308349609375,0.6368117928504944,SPF-9A9,0.9631832838058472
440,290.0,1258.1368652649678 397.42524733784455 1624.5325654936535 725.1647743138693,1377.59521484375 582.3304443359375 1446.4173583984375 623.7130126953125,0.6265565156936646,SPF-9SA,0.8252682685852051
441,334.0,556.8429942726243 460.81220289145637 980.8967254378911 844.163688262933,769.5093383789062 675.5809936523438 841.2350463867188 720.1761474609375,0.631578803062439,SPF-9A9,0.9462738037109375
441,290.0,1258.165666929553 398.071458434147 1624.2648825422143 726.1265458894334,1378.140625 584.0040283203125 1451.986328125 625.224853515625,0.6243300437927246,SPF-9SA,0.8447732925415039
442,290.0,1256.95680676113 396.42217507203156 1623.6981827578804 726.3357926610876,1378.6024169921875 585.4645385742188 1448.938232421875 625.3364868164062,0.5670017004013062,SPF-9SA,0.8699342608451843
442,334.0,557.8909341221975 459.48056021781247 983.7312289518775 845.4143184593241,769.4258422851562 675.2711791992188 843.169189453125 720.5886840820312,0.5266345143318176,SPF-9A9,0.9310377240180969
443,334.0,560.6720721881538 458.9106802275753 986.8701507860364 846.1000859824369,771.7586059570312 673.6024169921875 846.1898803710938 723.5341796875,0.681216299533844,SPF-9A9,0.9449422955513
443,290.0,1255.9760273849877 398.5914358687861 1623.2772812641908 728.2692112080687,1376.939697265625 584.882080078125 1442.993408203125 624.010009765625,0.5339068174362183,SPF-9SA,0.8514008522033691
444,334.0,562.4728561084289 459.4311546150859 989.2679159995721 847.7247499605728,774.411376953125 674.55908203125 845.4278564453125 721.884521484375,0.6487508416175842,SPF-9A9,0.9336526989936829
444,290.0,1255.3685998969102 397.0799650676905 1623.0769720486735 728.4578381968826,1375.349609375 585.0819091796875 1442.240234375 624.3746948242188,0.5016677379608154,SPF-9SA,0.9575127959251404
445,334.0,565.7744465830032 458.2510413893499 993.5431961925643 848.085951859711,778.1592407226562 673.38037109375 851.5504760742188 721.373046875,0.49554502964019775,SPF-9A9,0.9459055066108704
445,290.0,1253.6418217237933 395.59024826544453 1622.041164704542 728.810998833003,1377.761962890625 586.0751953125 1439.1343994140625 623.9490966796875,0.48491838574409485,SPF-9SA,0.9219506978988647
446,334.0,566.893331812542 458.9070045184902 995.8391451119059 849.4558273643705,776.4295654296875 673.4334716796875 851.511962890625 724.7203369140625,0.6522974371910095,SPF-9A9,0.9613698720932007
446,290.0,1252.0485151941648 400.43389772497903 1621.2115947606308 732.194298013218,1378.19482421875 586.1720581054688 1436.20458984375 622.34375,0.5068483352661133,SPF-9SA,0.8656770586967468
447,290.0,1251.5515641316524 398.08186967663465 1620.1215841821759 731.4676161601274,1371.473388671875 587.54541015625 1436.9541015625 628.83056640625,0.5690796375274658,SPF-9SA,0.8547934293746948
447,334.0,569.9392841297272 459.47755280709544 999.0564644086996 850.3734943671948,779.2203369140625 680.5194091796875 854.2415771484375 727.3167724609375,0.531836748123169,SPF-9A9,0.9448078870773315
448,334.0,576.0385496670897 457.79795695933643 1002.6071299021082 849.7148574223543,782.3277587890625 678.9166259765625 861.0401611328125 728.1259765625,0.6137781739234924,SPF-9A9,0.9031034111976624
448,290.0,1250.5081284752016 399.43673194264034 1618.8652677030484 732.9984494557366,1372.295166015625 588.1339721679688 1441.0867919921875 628.1265258789062,0.5508735179901123,SPF-9SA,0.70344078540802
449,290.0,1249.2160642649676 396.9971817223267 1617.7998464475538 733.3040115458126,1371.487548828125 589.2176513671875 1439.4405517578125 629.0716552734375,0.5289778113365173,SPF-9SA,0.7485935091972351
449,370.0,730.8183751343656 272.2998462967818 1203.1665865363946 775.8108195599534,786.6135864257812 682.725341796875 863.4885864257812 727.3338012695312,0.2933971583843231,SPF-9A9,0.9192022085189819
450,370.0,730.3122826925863 271.2036813450074 1201.3418245363923 774.2395002405049,789.2715454101562 680.006103515625 862.4961547851562 729.2828979492188,0.5587902069091797,SPF-9A9,0.9346330761909485
450,290.0,1249.254448369476 399.9449209320961 1617.9009688614183 736.1334828838714,1371.3221435546875 590.9337768554688 1440.761962890625 630.2822265625,0.518856406211853,SPF-9SA,0.8063163757324219
451,290.0,1246.7384935616838 399.29644783627066 1614.5226301350322 736.4888834951367,1370.89990234375 592.4453125 1439.146484375 631.5657958984375,0.5354303121566772,SPF-9SA,0.7896467447280884
451,370.0,731.6162569380542 271.88372120044005 1199.725033799549 774.4458379173661,790.8251953125 684.3107299804688 869.7744140625 728.4995727539062,0.33183300495147705,SPF-9A9,0.9264979958534241
452,370.0,727.7010174023683 271.99135855634506 1196.7750506304494 778.3387246911985,792.5980224609375 682.7159423828125 867.725830078125 729.9093017578125,0.5751147866249084,SPF-9A9,0.9421669244766235
452,290.0,1245.024425923767 398.08039145789843 1613.0476773027153 737.1629679012381,1367.061767578125 592.4539184570312 1437.73828125 631.9473876953125,0.5500687956809998,SPF-9SA,0.8189853429794312
453,370.0,729.1029290501851 273.1921625262646 1195.398238447623 780.8171242212027,793.4476318359375 686.8912353515625 866.526123046875 729.8248901367188,0.5422171354293823,SPF-9A9,0.9304074048995972
453,290.0,1244.3968228518966 401.9237250613866 1612.3383909906152 740.3955843277586,1365.13134765625 591.9500122070312 1436.027099609375 631.6942138671875,0.537553071975708,SPF-9SA,0.8586176037788391
454,370.0,725.2044098208303 274.0013183244678 1191.1580274518428 782.7273632365304,795.4400024414062 685.0977172851562 870.0501708984375 733.644287109375,0.6052550673484802,SPF-9A9,0.936157763004303
454,290.0,1244.2810192161107 402.9119324448608 1612.3341106901687 742.0886236447674,1368.890380859375 595.5130615234375 1434.829345703125 631.287353515625,0.5103568434715271,SPF-9SA,0.8751243948936462
455,290.0,1243.7623389625667 403.4328460147964 1611.3471184162916 742.745958406263,1368.821044921875 597.6965942382812 1436.8740234375 632.976806640625,0.5364705920219421,SPF-9SA,0.9088136553764343
455,370.0,725.1884134391041 274.5397358821929 1189.2082866547655 784.8949840824671,801.0243530273438 692.633056640625 868.6785278320312 732.852294921875,0.5363463163375854,SPF-9A9,0.9620836973190308
456,370.0,722.9746861347513 273.73300686195216 1185.9497774333481 785.9340849974992,801.724609375 687.1323852539062 876.5201416015625 732.8318481445312,0.5975704789161682,SPF-9A9,0.885816752910614
456,290.0,1242.8813069721336 402.3887302075094 1609.861644026841 742.7401349138398,1368.498046875 597.1502685546875 1435.5985107421875 633.530029296875,0.5219376087188721,SPF-9SA,0.8123608231544495
457,370.0,723.9265573268243 273.8082193952532 1183.665894594356 786.0589234437205,802.5164794921875 685.8847045898438 875.8397827148438 735.3837890625,0.6074717044830322,SPF-9A9,0.9370239973068237
457,290.0,1242.3124607016086 401.7725135145928 1608.7891131671056 742.5418980012338,1366.3258056640625 596.2077026367188 1432.034423828125 634.3192749023438,0.49860212206840515,SPF-9SA,0.7677221894264221
458,370.0,725.6422974976543 273.2319422614889 1182.104436903836 784.12509252003,805.7821655273438 690.9454345703125 883.4606323242188 735.374267578125,0.6362888813018799,SPF-9A9,0.9352631568908691
458,290.0,1242.9396246518993 405.23287904231256 1608.8611787641928 745.6350224302585,1369.712646484375 601.91552734375 1434.436279296875 635.2203979492188,0.5161934494972229,SPF-9SA,0.8983980417251587
459,370.0,726.3992102400265 273.6252412554712 1180.9452499137471 784.7271967026851,809.9786376953125 687.9029541015625 885.2601318359375 737.0611572265625,0.5804414749145508,SPF-9A9,0.9245439767837524
459,290.0,1242.94229931534 406.85380683217744 1608.2909694333714 747.0277902967766,1370.0211181640625 600.1915283203125 1437.308349609375 635.5376586914062,0.543448269367218,SPF-9SA,0.7917108535766602
460,370.0,727.5033345768205 274.16867432292463 1179.368567150521 786.0699753345094,812.6119384765625 692.806396484375 889.7081298828125 738.256591796875,0.6160438656806946,SPF-9A9,0.9378823637962341
460,290.0,1243.507596981205 407.98670784378 1608.0717675994151 747.6218524413258,1375.631591796875 600.1336059570312 1437.436279296875 636.2996826171875,0.576459527015686,SPF-9SA,0.8644534349441528
461,290.0,1243.4783814285581 406.768438119912 1607.401930129454 747.4754457228369,1374.8955078125 600.1634521484375 1435.238037109375 635.931396484375,0.5774692893028259,SPF-9SA,0.8782554268836975
461,370.0,729.7763322674887 273.4821933463435 1177.9260379854459 784.2954901959682,814.5086059570312 693.4871826171875 890.0180053710938 737.8267822265625,0.4617813229560852,SPF-9A9,0.9655972719192505
462,370.0,731.236874174459 274.3732618794528 1177.307014545928 786.0259798857468,820.6301879882812 695.46533203125 893.9666748046875 738.4176635742188,0.6287643313407898,SPF-9A9,0.9337857365608215
462,290.0,1244.5991321676865 403.95763022238293 1608.2130273825783 745.4406939007272,1374.445556640625 600.8525390625 1435.15234375 636.3297729492188,0.6210690140724182,SPF-9SA,0.8571349382400513
